cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
21176	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
72195	Organoheterocyclic compounds	Diazinanes	Piperazines	N-arylpiperazines	N-arylpiperazines
46953	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
15075	Organoheterocyclic compounds	Diazinanes	Piperazines	N-alkylpiperazines	N-alkylpiperazines
68746	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
254409	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
206006	unclassified	unclassified	unclassified	unclassified	unclassified
108184	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
7351	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
28514	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
26065	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
64680	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
18006	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
240996	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
64014	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
94964	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
5483	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
93007	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
206791	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
3154	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
264946	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
235416	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
146272	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
4899	Phenylpropanoids and polyketides	Coumarins and derivatives	Furanocoumarins	Linear furanocoumarins	Psoralens
15788	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
125806	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
2090	Organoheterocyclic compounds	Azoles	Thiazoles	unclassified	Thiazoles
78177	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	Nitroaromatic compounds
25414	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
2946	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
11067	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
79604	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
203660	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
2643	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids	Carotenoids	Xanthophylls
180549	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
110139	Organosulfur compounds	Sulfonyls	unclassified	unclassified	Sulfonyls
252253	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
7900	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
11826	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
156537	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
142738	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
11485	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
88181	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
10097	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
4385	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
48021	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
2525	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
202015	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Cysteine and derivatives
107580	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
251903	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
208613	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
213714	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Tertiary amines
1955	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
45492	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
23613	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	unclassified	Carboxylic acid derivatives
77625	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Carboxylic acid amides
47568	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
28392	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
18132	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	unclassified	Androstane steroids
103794	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
24426	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
25285	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
184630	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
114552	Organoheterocyclic compounds	Azoles	Tetrazoles	unclassified	Tetrazoles
33900	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
223511	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
147118	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
52195	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
11844	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
109712	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Halopyrimidines	Halopyrimidines
120123	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
2163	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
139268	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
3559	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
67075	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
104604	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
56485	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
64155	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
3413	unclassified	unclassified	unclassified	unclassified	unclassified
104468	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	unclassified	Fatty amides
73448	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
109244	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
143031	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
2727	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
265723	unclassified	unclassified	unclassified	unclassified	unclassified
137240	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
85414	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
21128	unclassified	unclassified	unclassified	unclassified	unclassified
3586	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
13300	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
23629	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
2177	unclassified	unclassified	unclassified	unclassified	unclassified
28215	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
2029	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
15269	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
143690	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
82554	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
90899	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
22678	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
212873	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
78585	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
277662	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
26321	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
22720	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
189213	unclassified	unclassified	unclassified	unclassified	unclassified
95342	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
42462	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
174406	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
52152	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
83280	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
85788	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
42511	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
11437	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
28227	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
46039	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
2646	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
180062	Organohalogen compounds	Alkyl halides	Alkyl chlorides	unclassified	Alkyl chlorides
143033	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
9054	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
152221	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
34191	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
33083	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
95046	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
55096	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
262561	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
31177	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
23278	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
164381	unclassified	unclassified	unclassified	unclassified	unclassified
174881	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
257341	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
164564	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
18826	unclassified	unclassified	unclassified	unclassified	unclassified
17937	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
298215	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
78342	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
143702	Nucleosides, nucleotides, and analogues	Purine nucleotides	Cyclic purine nucleotides	3',5'-cyclic purine nucleotides	3',5'-cyclic purine nucleotides
21736	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
77821	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
23847	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
42553	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
94033	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
201655	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Monosaccharides
218345	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
171016	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
173554	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
178434	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
13516	Organic acids and derivatives	Boronic acid derivatives	Boronic acid esters	unclassified	Boronic acid esters
54218	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
31265	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
4500	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
16446	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
2185	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
37938	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
104571	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
248766	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	unclassified	Purines and purine derivatives
1753	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
24215	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
5889	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
196782	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
28828	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
212732	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
118698	unclassified	unclassified	unclassified	unclassified	unclassified
8747	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
3149	Organosulfur compounds	Thioethers	Dialkylthioethers	unclassified	Dialkylthioethers
3832	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
5084	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
170906	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
116575	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Androgens and derivatives	Androgens and derivatives
22052	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
191527	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
76349	Benzenoids	Benzene and substituted derivatives	Benzenesulfonic acids and derivatives	unclassified	Benzenesulfonic acids and derivatives
214930	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
158170	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
171143	Organic nitrogen compounds	Organonitrogen compounds	Hydrazines and derivatives	Thiosemicarbazides	Thiosemicarbazides
43815	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
54759	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
104828	Organoheterocyclic compounds	Pyridines and derivatives	3-pyridinecarbonitriles	unclassified	3-pyridinecarbonitriles
293343	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
18984	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
112780	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
15128	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
61791	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
28371	Organohalogen compounds	Alkyl halides	Alkyl fluorides	unclassified	Alkyl fluorides
12124	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
2196	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
191838	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
23948	unclassified	unclassified	unclassified	unclassified	unclassified
173903	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
73598	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
