cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
197478	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
53001	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
71912	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
88633	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
36511	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
61258	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
34534	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
5708	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
120048	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
218329	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Limonoids	Limonoids
72689	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
32657	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	unclassified	Hydroxycinnamic acids and derivatives
163630	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Methoxybenzoic acids and derivatives	Methoxybenzoic acids and derivatives
89875	unclassified	unclassified	unclassified	unclassified	unclassified
13070	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
203757	Lipids and lipid-like molecules	Saccharolipids	unclassified	unclassified	Saccharolipids
202531	Organoheterocyclic compounds	Oxanes	unclassified	unclassified	Oxanes
34456	Benzenoids	Benzene and substituted derivatives	Benzenesulfonic acids and derivatives	unclassified	Benzenesulfonic acids and derivatives
19730	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
91335	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
170304	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
18642	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
58652	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
174124	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives
60944	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	unclassified	Guanidines
85420	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
109487	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
87184	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
50224	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
35070	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Halogenated fatty acids	Halogenated fatty acids
78071	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
43560	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Cyclic peptides
187349	Organohalogen compounds	Alkyl halides	Alkyl fluorides	unclassified	Alkyl fluorides
221495	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
66738	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
72783	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
243746	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
210976	Lipids and lipid-like molecules	Saccharolipids	unclassified	unclassified	Saccharolipids
16443	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	unclassified	Purines and purine derivatives
197471	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
84988	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
13064	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
9194	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
79816	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
79298	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
39059	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
27197	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
113460	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
9497	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
17715	Organic acids and derivatives	Boronic acid derivatives	unclassified	unclassified	Boronic acid derivatives
34409	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
13228	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminosaccharides	Aminoglycosides
23262	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	unclassified	Tricarboxylic acids and derivatives
77778	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	unclassified	Fatty alcohols
34429	unclassified	unclassified	unclassified	unclassified	unclassified
35118	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
25378	unclassified	unclassified	unclassified	unclassified	unclassified
84747	Organic acids and derivatives	Keto acids and derivatives	Short-chain keto acids and derivatives	unclassified	Short-chain keto acids and derivatives
18654	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
85578	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
12958	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
114446	Organoheterocyclic compounds	Pyrroles	Pyrrole carboxylic acids and derivatives	Pyrrole carboxamides	Pyrrole carboxamides
111505	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	unclassified	O-methylated flavonoids
164438	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
19835	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
243669	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
172367	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
202909	Organoheterocyclic compounds	Benzimidazoles	unclassified	unclassified	Benzimidazoles
61366	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
47062	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
6283	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
56776	Phenylpropanoids and polyketides	Flavonoids	Flavones	Flavonols	Flavonols
3085	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
38850	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
73714	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Cyclic peptides
55582	Benzenoids	Benzene and substituted derivatives	Diphenylmethanes	unclassified	Diphenylmethanes
83900	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
3068	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
121844	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
121056	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
214910	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
60194	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
34447	unclassified	unclassified	unclassified	unclassified	unclassified
25110	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides	unclassified	Coumarin glycosides
83303	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
20736	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
147877	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	unclassified	Tricarboxylic acids and derivatives
144338	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
7889	Benzenoids	Phenols	unclassified	unclassified	Phenols
116528	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
15547	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Hydroxybenzoic acid derivatives
12203	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
500	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
94582	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
138531	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
123515	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
68478	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
188472	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
61803	Lignans, neolignans and related compounds	unclassified	unclassified	unclassified	Lignans, neolignans and related compounds
57804	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
12775	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
23865	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
14782	Organoheterocyclic compounds	Indoles and derivatives	unclassified	unclassified	Indoles and derivatives
172143	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
86982	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Monosaccharide phosphates
87728	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
133860	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
89745	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	Benzoic acid esters
25870	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
53454	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
53423	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glycosides
109261	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
35534	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
192991	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Galloyl esters
98086	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
11677	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
96999	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
19503	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	unclassified	Hydrolyzable tannins
190283	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
191599	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
89056	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Carbamic acids and derivatives
191441	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
176084	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid esters	Carboxylic acid esters
122399	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
6215	Organic 1,3-dipolar compounds	Allyl-type 1,3-dipolar organic compounds	Organic nitro compounds	C-nitro compounds	Nitroaromatic compounds
56189	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
47012	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	unclassified	Carboxylic acid derivatives
14980	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Gamma-glutamyl peptides
190166	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
13545	unclassified	unclassified	unclassified	unclassified	unclassified
34451	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
34375	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
71773	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
94036	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
39822	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
44942	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
12560	unclassified	unclassified	unclassified	unclassified	unclassified
211163	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
209466	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
133299	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glucuronides
60923	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
44129	unclassified	unclassified	unclassified	unclassified	unclassified
115475	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
94693	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Dichlorobenzenes
164194	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
155547	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
36046	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
34414	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Oligosaccharides	Oligosaccharides
61736	unclassified	unclassified	unclassified	unclassified	unclassified
48051	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
35139	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	unclassified	Hydroxycinnamic acids and derivatives
16397	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
84854	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
27336	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
27	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
20568	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
91277	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
35086	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
92874	unclassified	unclassified	unclassified	unclassified	unclassified
211369	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Chromones	Chromones
69078	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
18926	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acids	Benzoic acids
87920	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	unclassified	O-methylated flavonoids
86468	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
109372	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
82958	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
114585	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
6468	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
6877	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Phenylalanine and derivatives
69152	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
71593	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
34484	Organoheterocyclic compounds	Tetrahydrofurans	unclassified	unclassified	Tetrahydrofurans
24260	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Dichlorobenzenes
65648	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
13130	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
6322	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene glycosides	Triterpene saponins
243624	Benzenoids	Benzene and substituted derivatives	Benzenesulfonic acids and derivatives	unclassified	Benzenesulfonic acids and derivatives
35826	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
13279	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
51539	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
109012	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
11464	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
34502	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
61208	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
44967	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
58913	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
6664	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Ketones	Aryl ketones
11587	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
66902	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Tyrosine and derivatives
87609	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
190611	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
79607	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
48943	Organoheterocyclic compounds	Azaphilones	unclassified	unclassified	Azaphilones
123892	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
5978	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid 3-O-p-coumaroyl glycosides
27464	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
114829	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
123894	Lipids and lipid-like molecules	Glycerolipids	Diradylglycerols	unclassified	Diradylglycerols
204681	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
125770	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	unclassified	Dicarboxylic acids and derivatives
14623	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
214249	unclassified	unclassified	unclassified	unclassified	unclassified
68334	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	unclassified	Hydrolyzable tannins
16734	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
34115	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
47738	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
88835	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechin gallates
34735	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
9841	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
205139	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
38709	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
90550	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
147433	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
36283	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
54877	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
74166	Benzenoids	Phenols	Benzenediols	Catechols	Catechols
31230	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
112332	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
87493	Phenylpropanoids and polyketides	Tannins	unclassified	unclassified	Tannins
20272	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
156940	Phenylpropanoids and polyketides	Coumarins and derivatives	unclassified	unclassified	Coumarins and derivatives
6223	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
15236	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
43796	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
171991	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
87498	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
78771	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
98829	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
23289	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
6496	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
23085	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	unclassified	Diterpenoids
34622	Benzenoids	Benzene and substituted derivatives	Phenethylamines	Amphetamines and derivatives	Amphetamines and derivatives
59808	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
103172	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
42851	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
32336	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
12667	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
38313	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
34666	Organoheterocyclic compounds	Diazines	unclassified	unclassified	Diazines
188161	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
73580	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
147436	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Hydroxy fatty acids	Hydroxy fatty acids
26678	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
99385	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
80216	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
56054	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
53043	Benzenoids	Phenols	Benzenediols	Catechols	Catechols
32487	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
23461	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
